flux0,flux2,id,x,y,z
4.5051189302219,-0.23728773646659,0,0,0,0
4.6135468101694,-0.26552441277317,0.050505050505051,0.050505050505051,0,0
4.7197412145151,-0.29279202728701,0.1010101010101,0.1010101010101,0,0
4.8237034770415,-0.31911824981304,0.15151515151515,0.15151515151515,0,0
4.9254349027538,-0.344529802827,0.2020202020202,0.2020202020202,0,0
5.024936760283,-0.36905248694947,0.25252525252525,0.25252525252525,0,0
5.1222102836015,-0.39271120652121,0.3030303030303,0.3030303030303,0,0
5.217256673841,-0.41552999500603,0.35353535353535,0.35353535353535,0,0
5.3100771013574,-0.43753203751975,0.4040404040404,0.4040404040404,0,0
5.40067270385,-0.45873969256442,0.45454545454545,0.45454545454545,0,0
5.4890445868254,-0.47917451763171,0.50505050505051,0.50505050505051,0,0
5.5751938237083,-0.49885729281674,0.55555555555556,0.55555555555556,0,0
5.6591214580163,-0.51780803926188,0.60606060606061,0.60606060606061,0,0
5.740828501726,-0.53604603792538,0.65656565656566,0.65656565656566,0,0
5.820315937463,-0.55358984835883,0.70707070707071,0.70707070707071,0,0
5.8975847168792,-0.57045732738118,0.75757575757576,0.75757575757576,0,0
5.9726357631108,-0.58666564836993,0.80808080808081,0.80808080808081,0,0
6.0454699700025,-0.60223131770701,0.85858585858586,0.85858585858586,0,0
6.1160881995819,-0.61717018831125,0.90909090909091,0.90909090909091,0,0
6.1844912882006,-0.63149747686926,0.95959595959596,0.95959595959596,0,0
6.25068004259,-0.64522778100258,1.010101010101,1.010101010101,0,0
6.3146552411181,-0.65837509365635,1.0606060606061,1.0606060606061,0,0
6.3764176333524,-0.67095281639793,1.1111111111111,1.1111111111111,0,0
6.4359679420704,-0.68297377324126,1.1616161616162,1.1616161616162,0,0
6.4933068610828,-0.69445022462904,1.2121212121212,1.2121212121212,0,0
6.5484350555317,-0.70539387731592,1.2626262626263,1.2626262626263,0,0
6.6013531644648,-0.71581589418118,1.3131313131313,1.3131313131313,0,0
6.6520618012972,-0.7257269074408,1.3636363636364,1.3636363636364,0,0
6.700561552158,-0.73513703108538,1.4141414141414,1.4141414141414,0,0
6.746852975717,-0.74405586921703,1.4646464646465,1.4646464646465,0,0
6.790936605115,-0.75249252581313,1.5151515151515,1.5151515151515,0,0
6.8328129451065,-0.76045561607016,1.5656565656566,1.5656565656566,0,0
6.8724824757153,-0.76795327467055,1.6161616161616,1.6161616161616,0,0
6.9099456526393,-0.77499316236966,1.6666666666667,1.6666666666667,0,0
6.9452029029739,-0.78158247195793,1.7171717171717,1.7171717171717,0,0
6.9782546285587,-0.7877279351442,1.7676767676768,1.7676767676768,0,0
7.0091012071086,-0.79343583141815,1.8181818181818,1.8181818181818,0,0
7.0377429907644,-0.79871199551133,1.8686868686869,1.8686868686869,0,0
7.0641803046518,-0.80356182039876,1.9191919191919,1.9191919191919,0,0
7.0884134494322,-0.807990261728,1.969696969697,1.969696969697,0,0
7.1104427003169,-0.81200184526816,2.020202020202,2.020202020202,0,0
7.1302683068679,-0.8156006726071,2.0707070707071,2.0707070707071,0,0
7.1478904945829,-0.81879042425352,2.1212121212121,2.1212121212121,0,0
7.1633094643054,-0.82157436255644,2.1717171717172,2.1717171717172,0,0
7.1765253894788,-0.82395533475563,2.2222222222222,2.2222222222222,0,0
7.1875384180871,-0.82593577526531,2.2727272727273,2.2727272727273,0,0
7.196348675877,-0.82751770814668,2.3232323232323,2.3232323232323,0,0
7.2029562632118,-0.82870275000194,2.3737373737374,2.3737373737374,0,0
7.2073612547812,-0.82949211348432,2.4242424242424,2.4242424242424,0,0
7.2095637010858,-0.82988660795749,2.4747474747475,2.4747474747475,0,0
7.2095636279155,-0.82988663769615,2.5252525252525,2.5252525252525,0,0
7.2073610357947,-0.8294922021005,2.5757575757576,2.5757575757576,0,0
7.2029559005069,-0.82870289656153,2.6262626262626,2.6262626262626,0,0
7.1963481726751,-0.8275179119794,2.6767676767677,2.6767676767677,0,0
7.1875377786257,-0.82593603498793,2.7272727272727,2.7272727272727,0,0
7.176524620684,-0.82395564782772,2.7777777777778,2.7777777777778,0,0
7.1633085753349,-0.82157472615145,2.8282828282828,2.8282828282828,0,0
7.1478894929419,-0.81879083564846,2.8787878787879,2.8787878787879,0,0
7.130267200395,-0.81560112808559,2.9292929292929,2.9292929292929,0,0
7.110441499174,-0.81200233941412,2.979797979798,2.979797979798,0,0
7.0884121653559,-0.80799078870495,3.030303030303,3.030303030303,0,0
7.0641789501582,-0.80356237516705,3.0808080808081,3.0808080808081,0,0
7.0377415779425,-0.79871257278368,3.1313131313131,3.1313131313131,0,0
7.0090997492551,-0.79343642451091,3.1818181818182,3.1818181818182,0,0
6.9782531383531,-0.7877285376356,3.2323232323232,3.2323232323232,0,0
6.9452013937689,-0.78158307935196,3.2828282828283,3.2828282828283,0,0
6.9099441393926,-0.77499377030211,3.3333333333333,3.3333333333333,0,0
6.8724809725491,-0.76795387702251,3.3838383838384,3.3838383838384,0,0
6.832811464585,-0.7604562065843,3.4343434343434,3.4343434343434,0,0
6.7909351607245,-0.75249309966355,3.4848484848485,3.4848484848485,0,0
6.7468515815411,-0.74405642166056,3.5353535353535,3.5353535353535,0,0
6.7005602210655,-0.73513755596383,3.5858585858586,3.5858585858586,0,0
6.6520605450718,-0.72572739819455,3.6363636363636,3.6363636363636,0,0
6.6013519934769,-0.71581634592159,3.6868686868687,3.6868686868687,0,0
6.5484339803663,-0.70539428660733,3.7373737373737,3.7373737373737,0,0
6.4933058934739,-0.69445058716884,3.7878787878788,3.7878787878788,0,0
6.4359670921444,-0.68297408378895,3.8383838383838,3.8383838383838,0,0
6.3764169063978,-0.67095307160604,3.8888888888889,3.8888888888889,0,0
6.3146546429742,-0.65837529260421,3.9393939393939,3.9393939393939,0,0
6.2506795788691,-0.64522792228582,3.989898989899,3.989898989899,0,0
6.1844909633597,-0.63149755789513,4.040404040404,4.040404040404,0,0
6.1160880163437,-0.61717020827527,4.0909090909091,4.0909090909091,0,0
6.045469929553,-0.6022312781723,4.1414141414141,4.1414141414141,0,0
5.9726358670234,-0.58666555049554,4.1919191919192,4.1919191919192,0,0
5.8975849628671,-0.57045717111658,4.2424242424242,4.2424242424242,0,0
5.8203163224702,-0.55358963426029,4.2929292929293,4.2929292929293,0,0
5.7408290224331,-0.53604576818971,4.3434343434343,4.3434343434343,0,0
5.6591221098079,-0.51780771645022,4.3939393939394,4.3939393939394,0,0
5.5751946005908,-0.49885691867458,4.4444444444444,4.4444444444444,0,0
5.4890454821637,-0.47917409445209,4.4949494949495,4.4949494949495,0,0
5.40067370807,-0.45873922498598,4.5454545454545,4.5454545454545,0,0
5.3100782033786,-0.43753153124295,4.5959595959596,4.5959595959596,0,0
5.2172578636836,-0.41552945487432,4.6464646464646,4.6464646464646,0,0
5.1222115508957,-0.39271063745412,4.6969696969697,4.6969696969697,0,0
5.0249380940226,-0.36905189549304,4.7474747474747,4.7474747474747,0,0
4.9254362909176,-0.34452919586601,4.7979797979798,4.7979797979798,0,0
4.823704905797,-0.31911763281099,4.8484848484848,4.8484848484848,0,0
4.7197426686513,-0.29279140546417,4.8989898989899,4.8989898989899,0,0
4.6135482790333,-0.26552379226842,4.9494949494949,4.9494949494949,0,0
4.505120401162,-0.23728712343108,5,5,0,0
